census_tract,2014_traffic,2019_traffic,2021_traffic,2014_asthma,2019_asthma,2021_asthma,delta_traffic,delta_asthma
6001422300,59.1992016963952,29.0763253540544,39.4,93.1395783959087,79.03004612891158,71.0992023928215,-19.7992016963952,-22.040376003087204
6001422400,60.222028190096,35.9192881313448,16.1,11.7126107022577,9.250716868220922,10.9047856430708,-44.122028190095996,-0.8078250591869001
6001422500,30.4228514406885,,8.9875,6.97268304852189,5.09911482358808,5.63310069790628,-21.4353514406885,-1.3395823506156095
6001422600,55.1203692154172,22.3712244642186,4.8,9.217911937133588,2.68046378257075,1.45812562313061,-50.3203692154172,-7.7597863140029775
6001422700,58.3011101409505,2.13059280611605,0.025,27.055008107771,5.23625483106844,1.54536390827517,-58.2761101409505,-25.509644199495828
6001422800,38.7925657976799,19.7393157037223,2.275,31.1837345640514,6.98167310809126,1.42073778664008,-36.5175657976799,-29.762996777411317
6001422900,56.0434077585132,52.4000501315954,12.325,35.3498815018087,6.62012217927939,5.49601196410768,-43.718407758513194,-29.853869537701023
6001423000,62.2676811774978,45.8954756235117,46.7875,93.1271049020831,80.3141752898641,75.6729810568295,-15.480181177497798,-17.454123845253605
6001423100,62.5296245478359,34.4905376613611,53.925,91.1687663714606,91.0360304201471,87.7741774675972,-8.604624547835904,-3.394588903863408
6001423200,58.3634776100786,32.6607344278732,41.4375,84.3831857303231,86.1488592444832,81.0942173479561,-16.925977610078597,-3.2889683823670026
6001423300,55.170263190719695,36.2576764005514,52.25,91.3808157664962,91.6344595436978,87.3753738783649,-2.9202631907196945,-4.005441888131301
6001423400,54.272171635275,48.6777791703221,39.6625,93.15205188973428,76.6612641815235,68.5069790628116,-14.609671635275,-24.645072826922686
6001423500,54.671323437694895,56.8993608221582,28.825,70.9991268554322,47.9491335244982,38.4720837487537,-25.846323437694895,-32.5270431066785
6001423601,53.1869776724461,47.8756736433137,36.5375,33.628539353873,23.126792170552296,17.8215353938185,-16.649477672446096,-15.807003960054502
6001423602,37.3705875015592,23.223461586665,5.65,32.4560309342647,8.328138636080292,5.34646061814556,-31.7205875015592,-27.109570316119143
6001423700,58.77510290632409,40.6943225968166,16.725,32.8926032181614,12.1680588455305,9.82053838484546,-42.05010290632409,-23.072064833315938
6001423800,39.5534489210428,43.5142248402055,40.5625,32.9424971934639,29.721979803017096,28.0408773678963,1.0090510789571994,-4.9016198255676
6001423901,59.236622177872,46.3591928813134,60.125,87.7260820755894,58.633586834559296,43.8933200398804,0.8883778221279997,-43.832762035709
6001423902,54.3969065735312,44.9680411079083,32.5625,46.713234376949,29.82171799027549,23.0932203389831,-21.834406573531197,-23.620014037965902
6001424001,53.8106523637271,34.9918536157413,58.2125,93.4015217662467,75.1402568258322,63.5468594217348,4.4018476362728975,-29.8546623445119
6001424002,56.542347511538,36.470735681163,49.375,93.26431333416488,87.61999750654529,86.0667996011964,-7.167347511537997,-7.197513732968488
6001425101,99.9750530123488,98.9973680912395,95.225,96.7319446176874,82.2590699414038,95.8125623130608,-4.7500530123488005,-0.919382304626609
6001425102,99.7255831358363,97.94460458704101,88.725,98.8524385680429,99.13975813489589,95.8125623130608,-11.000583135836308,-3.0398762549821043
6001425103,19.6332792815268,30.1416217571124,23.4625,98.8524385680429,99.13975813489589,95.8125623130608,3.8292207184731986,-3.0398762549821043
6001425104,71.6477485343645,72.6030830931194,43.8,98.8524385680429,99.13975813489589,95.8125623130608,-27.8477485343645,-3.0398762549821043
6001426100,15.0056130722215,10.0639177841835,4.65,42.0356741923413,21.1070938785688,21.4606181455633,-10.3556130722215,-20.575056046778
6001426200,34.5765248846202,48.9535029452312,16.7375,42.110515155295,30.7318289490089,30.919740777667,-17.839024884620198,-11.190774377628
6001427100,31.8573032306349,46.7226469482391,27.125,78.6827990520145,70.689440219424,74.0029910269192,-4.732303230634901,-4.679808025095298
6001427200,24.934514157415496,65.3966662489034,24.6875,78.6827990520145,70.689440219424,74.0029910269192,-0.24701415741549582,-4.679808025095298
6001427300,32.2190345515779,48.3895224965535,35.075,78.6827990520145,70.689440219424,74.0029910269192,2.855965448422104,-4.679808025095298
6001427600,24.7598852438568,28.825667376864295,44.3625,78.6827990520145,70.689440219424,74.0029910269192,19.602614756143197,-4.679808025095298
6001427700,16.2779094424348,30.6680035092117,33.925,78.6827990520145,70.689440219424,74.0029910269192,17.647090557565196,-4.679808025095298
6001427800,20.2444804789822,28.763002882566695,20.5,78.6827990520145,70.689440219424,74.0029910269192,0.2555195210177992,-4.679808025095298
